"","gender","age","country","country_en","country_mi","ethniceng","ethnicmri","ethnicwsm","ethniccok","ethnicton","ethnicniu","ethnicchn","ethnicind","ethnicother","ethnicother_en","ethnicother_mi","languages","handed","height","rightfoot","armspan","wrist","neck","popliteal","indexfinger","ringfinger","hairlength","travel","timetravel","bagweightraw","bagweight","bagcarry","favlearning","favlearningmo","memory","reaction","sport","sport_en","techtv","techmp3","techinternet","techmobinternet","techfacebook","techtwitter","techbebo","techmyspace","techskype","techconsole","technone","cellmonths","onlinemusic","onlinevideo","onlinegame","onlinefriend","onlineschool","onlineother","onlinenone","bedtime","waketime","favtvshow","favtvshow_en","importwarm","importpollution","importrecycling","importwater","importlifestyle","importenergy","importgovern","importcomputer","region","year"
"179","female","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","148","22","NA","18","26","NA","69","75","340","bus","40","300","300","one","health","arts","46","NA","Horse riding","Horse riding","no","no","yes","no","no","no","no","no","no","no","no","3","no","no","no","no","no","no","yes","7:00:00","7:00:00","Simpsons","The Simpsons","65","100","69","100","92","40","2","-34",14,7
"5718","male","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","163","28","160","12","28","NA","70","67","35","walk","14","3000","3000","two","technology","arts","43","0.39","","","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","4","yes","yes","no","yes","no","no","no","1:00:00","7:00:00","","None","84","84","84","84","84","84","84","66",14,10
"5227","female","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","3","ambi","166","24","170","15","32","44","NA","NA","34","bike","20","4000","4000","two","health","health","26","0.344","Walking or hiking","Walking or hiking","no","no","yes","no","no","no","no","no","yes","no","no","NA","no","no","yes","yes","no","no","no","10:00:00","6:00:00","","None","30","10","5","85","71","64","19","-14",14,9
"13983","female","12","newzealand","NZL","NZL","no","yes","no","no","no","no","no","no","","","","1","right","169","25","NA","16","33","43","70","70","380","motor","NA","500","500","one","languages","health","52","0.469","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","yes","no","no","no","no","no","no","no","no","NA","no","yes","no","no","no","no","yes","11:00:00","5:00:00","Wipeout","Wipeout","0","0","20","23","1","18","-15","-41",14,8
"24656","female","14","newzealand","NZL","NZL","yes","no","no","no","yes","no","no","no","","","","1","left","167","26","170","16","34","41","85","80","520","bus","50","4500","4500","two","health","technology","42","0.344","Netball","Netball","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","48","yes","yes","no","yes","yes","no","no","10:00:00","6:00:00","Vamire diaries","NA","-24","-9","-1","-24","13","56","-82","46",14,9
"12530","male","16","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","190","26","180","16","34","NA","NA","NA","5","walk","5","2700","2700","two","technology","NA","47","0.39","Rugby","Rugby","yes","no","no","yes","no","no","no","no","no","yes","no","24","no","no","no","no","no","no","yes","10:30:00","7:00:00","","None","-38","11","-48","0","-1","-3","-44","47",16,12
"18416","female","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","NA","right","163","23","165","17","31","44","90","95","17","bus","50","150","NA","two","health","technology","52","0.375","Cycling","Cycling","no","yes","yes","yes","yes","yes","yes","no","no","yes","no","6","no","no","no","yes","no","no","no","10:30:00","6:45:00","Dance scence","NA","-58","-55","-57","-31","-16","-52","-35","46",4,9
"9594","male","9","southafrica","ZAF","ZAF","no","no","no","no","no","no","no","no","afrekans","","NA","4","right","139","20","NA","14","31","36","NA","NA","4","walk","3","2000","2000","two","mathstats","mathstats","68","0.403","Bowling","Bowling","yes","no","no","no","no","no","no","no","no","no","no","7","no","no","yes","no","no","no","no","9:45:00","6:30:00","Spongebob","SpongeBob SquarePants","89","100","NA","100","NA","100","NA","NA",10,4
"12165","female","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","4","right","146","24","150","16","28","NA","71","79","500","bus","20","1500","1500","two","arts","science","45","0.515","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","no","no","yes","no","yes","no","no","yes","no","5","no","no","no","no","no","no","yes","8:30:00","6:15:00","Home and away","Home and Away","-83","-85","-74","-57","-78","-76","-86","-23",2,7
"8461","female","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","171","25","166","17","33","46","90","90","340","bike","10","4700","4700","two","social","NA","38","0.343","Racket sports (tennis, squash, badminton)","Racket sports (tennis, squash, badminton)","no","no","yes","no","no","no","no","no","no","yes","no","NA","no","yes","yes","no","yes","no","no","8:30:00","5:45:00","Doctor who","Dr Who","27","27","28","28","42","29","32","15",14,9
"12336","female","14","newzealand","NZL","NZL","yes","yes","no","no","no","no","no","no","","","","2","right","NA","27","NA","NA","32","54","NA","NA","77","bus","40","45","NA","one","health","arts","37","0.485","Netball","Netball","no","yes","no","yes","yes","no","yes","no","no","yes","no","5","yes","no","yes","yes","no","no","no","9:30:00","6:15:00","Jersey shore","Jersey Shore","-88","-87","-62","21","76","-22","-39","100",5,10
"9961","male","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","142","23","141","15","30","39","62","70","800","motor","15","2500","2500","two","mathstats","science","48","0.842","Rugby","Rugby","yes","no","yes","no","yes","no","no","no","yes","yes","no","NA","yes","no","no","yes","yes","no","no","9:45:00","7:30:00","The simpsons","The Simpsons","68","82","56","100","100","81","100","53",4,7
"2727","male","10","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","154","24","145","15","35","45","NA","NA","5","motor","1","9100","9100","two","science","english","70","1.203","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","yes","yes","yes","yes","no","no","no","no","yes","yes","yes","7","yes","yes","yes","yes","yes","yes","no","11:45:00","7:00:00","The big bang","NA","30","-56","-33","-36","78","17","22","100",10,6
"23373","female","9","Rotorua","NZL","NZL","yes","no","no","no","no","no","no","no","","","","NA","right","144","21","148","17","33","35","80","90","120","motor","6","2700","2700","one","arts","arts","51","0.39","Netball","Netball","yes","yes","yes","no","yes","no","yes","no","yes","yes","no","6","no","yes","yes","yes","yes","yes","no","10:30:00","7:45:00","Glee","Glee","49","100","1","75","20","-67","-62","-100",5,5
"18505","female","12","newzealand","NZL","NZL","no","no","no","no","no","no","yes","no","","","","2","right","150","20","150","15","29","40","60","60","400","motor","15","40","NA","two","arts","technology","34","0.39","Racket sports (tennis, squash, badminton)","Racket sports (tennis, squash, badminton)","yes","yes","yes","no","no","no","no","no","no","yes","no","48","no","no","no","yes","yes","yes","no","9:15:00","7:30:00","","None","83","82","82","73","83","81","6","-24",3,8
"24352","male","14","korea","KOR","KOR","no","no","no","no","no","no","no","no","korea","","NA","2","right","168","25","NA","NA","35","45","NA","NA","0","motor","5","1500","1500","two","arts","english","49","0.352","Cycling","Cycling","no","yes","yes","yes","yes","no","no","no","no","yes","no","14","yes","yes","yes","yes","yes","no","no","7:00:00","7:30:00","X-games comp","NA","-2","-1","-15","-9","9","9","28","50",3,9
"17671","male","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","175","27","180","16","34","45","105","115","11","bus","50","4600","4600","one","technology","english","34","0.312","Other","Other","yes","yes","yes","yes","yes","no","yes","no","no","yes","yes","12","NA","NA","NA","NA","NA","NA","NA","22:00:00","6:00:00","Big bang theory","The Big Bang Theory","NA","NA","NA","NA","NA","NA","NA","NA",6,11
"24938","female","13","newzealand","NZL","NZL","no","no","yes","no","no","no","no","no","","","","2","left","165","NA","119","NA","NA","NA","NA","NA","3","motor","5","23","NA","one","arts","arts","40","NA","Basketball","Basketball","no","yes","no","yes","no","no","no","no","no","no","no","2","no","no","yes","no","no","no","no","11:00:00","8:00:00","Idont know","NA","-68","-86","NA","-10","-43","-62","-67","82",14,9
"16068","female","13","India","IND","IND","no","no","no","no","no","no","no","yes","","","","2","right","161","24","176","15","31","42","80","80","390","bus","45","370","400","two","science","science","32","0.344","Dancing","Dancing","no","yes","yes","yes","yes","yes","yes","no","no","yes","no","1","yes","yes","no","yes","yes","no","no","11:15:00","6:00:00","Sonny with a chance","Sonny with a Chance","100","100","100","100","100","100","100","-5",3,9
"12557","female","13","newzealand","NZL","NZL","no","yes","yes","yes","no","no","no","no","","","","2","right","159","25","NA","18","34","NA","NA","NA","25","bus","25","15","NA","two","health","technology","52","1.14","Netball","Netball","yes","yes","yes","yes","yes","no","yes","no","yes","yes","no","6","yes","no","no","yes","no","yes","no","10:30:00","6:00:00","Jersey shore","Jersey Shore","-83","-83","-68","-59","11","-32","-86","-13",4,9
"16712","male","12","newzealand","NZL","NZL","yes","yes","no","no","no","no","no","no","","","","1","right","149","23","149","24","39","34","60","65","500","bike","6","300","300","two","languages","mathstats","50","0.398","Other","Other","no","yes","yes","no","no","no","no","no","yes","yes","no","18","no","yes","yes","yes","yes","no","no","22:00:00","8:00:00","Come fly with me","Come Fly with Me","66","59","63","55","56","55","50","63",19,8
"23493","female","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","right","168","24","164","15","32","44","75","68","47","motor","25","450","500","two","arts","technology","35","0.408","Netball","Netball","no","yes","yes","no","yes","yes","no","no","yes","yes","no","18","yes","yes","yes","yes","yes","no","no","10:00:00","7:00:00","Vampire diaries","The Vampire Diaries","65","49","22","100","100","21","79","NA",3,10
"14817","female","13","southafrica","ZAF","ZAF","yes","no","no","no","no","no","no","no","","","","1","right","154","20","139","11","NA","NA","NA","NA","41","motor","13","400","400","two","english","english","36","0.406","Netball","Netball","yes","yes","yes","yes","yes","yes","no","no","yes","yes","no","15","yes","yes","no","yes","yes","no","no","10:30:00","7:30:00","Misfits","Misfits","0","64","61","62","94","94","77","17",3,9
"10508","female","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","right","162","28","162","18","33","NA","70","80","NA","walk","30","3100","3100","two","arts","technology","33","0.577","Netball","Netball","yes","yes","yes","yes","yes","no","yes","no","no","yes","no","6","no","yes","yes","yes","yes","yes","no","11:30:00","6:30:00","Shortland street","Shortland Street","-81","-95","-75","-94","91","-90","-94","23",9,10
"7826","male","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","148","24","146","14","NA","39","70","70","50","motor","15","1000","1000","one","science","health","46","0.546","Soccer","Soccer","no","no","no","no","yes","no","no","no","no","yes","no","20","no","no","no","no","no","no","yes","8:00:00","7:30:00","Brainyac","NA","51","-66","22","-1","40","7","33","-45",16,7
"15312","female","12","newzealand","NZL","NZL","no","yes","no","no","no","no","no","no","","","","NA","right","176","26","NA","18","36","NA","NA","NA","17","motor","5","141","NA","two","english","languages","54","1.42","Bowling","Bowling","yes","no","no","no","no","no","no","no","no","no","yes","NA","no","yes","no","no","no","no","no","8:00:00","6:00:00","None","None","-42","-42","-42","-42","-42","-42","-42","-42",3,8
"1994","female","9","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","135","21","137","17","30","35","75","80","40","bus","19","2","NA","two","arts","arts","59","0.375","Netball","Netball","no","yes","yes","no","no","no","no","no","yes","no","no","NA","yes","yes","yes","no","no","no","no","10:15:00","7:15:00","Masterchef nz","Masterchef New Zealand","-73","72","-3","38","-4","22","-88","100",10,6
"7588","male","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","NA","right","151","24","151","15","31","43","80","70","70","motor","15","200","NA","two","health","health","42","1.14","Winter sports (skiing, snowboarding, ice skating)","Winter sports (skiing, snowboarding, ice skating)","no","yes","yes","no","no","no","no","no","yes","yes","no","1","yes","no","yes","yes","no","no","no","9:00:00","6:45:00","The simpsons","The Simpsons","100","100","100","100","100","100","100","NA",4,7
"16175","female","14","australia","AUS","AUS","yes","yes","no","no","no","no","no","no","","","","1","","176","23","176","17","38","44","NA","NA","30","motor","7","520","500","two","english","health","61","0.485","Netball","Netball","no","yes","yes","yes","yes","no","yes","no","yes","yes","no","34","no","yes","no","yes","yes","no","no","9:15:00","7:00:00","Keep up with the kahdashians","Keeping Up with the Kardashians","-10","-18","21","22","91","5","-14","75",8,10
"16650","male","12","england","GBR","GBR","yes","no","no","no","no","no","no","no","","","","1","right","149","20","150","14","31","NA","NA","NA","6","motor","2","1800","1800","one","health","mathstats","61","0.374","Other","Other","yes","no","yes","no","yes","no","no","no","yes","yes","no","15","no","yes","yes","yes","no","no","no","9:00:00","6:30:00","Wwe","WWE","29","NA","NA","100","100","NA","NA","NA",14,7
"17689","male","15","southafrica","ZAF","ZAF","yes","yes","yes","yes","yes","yes","yes","yes","","","","2","ambi","NA","15","123","7","NA","25","NA","NA","1","train","NA","22","NA","hand","technology","technology","42","0.313","Martial arts (karate, judo, taekwondo)","Martial arts (karate, judo, taekwondo)","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","5","NA","NA","NA","NA","NA","NA","NA","0:00:00","0:00:00","Porn","Other","-95","-94","-95","-97","-97","-96","-96","-95",6,10
